,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Thy-AdenoCA,0.0030521487,0.0004483577,0.00095691154,0.0016267766,0.0022021655,1.8613175e-05,6.2928925e-06,3.500237e-05,0.047764406,0.0016911663,0.00029190443,0.002038812,7.643018e-05,5.4783544e-05,0.0011961496,0.0018120611,0.0021173153,0.00024313494,0.00890378,0.00021780492,0.00018396229,0.00023006299,0.92463076,0.00020119645
Breast-AdenoCA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC,3.418591e-16,1.2928767e-16,1.1517523e-16,4.1510864e-23,2.7660187e-25,4.2180123e-14,1.2906924e-18,5.592049e-19,1.248041e-18,1.5465455e-15,1.0,1.2374476e-15,1.8150224e-19,1.8341579e-17,7.102754e-17,3.1545704e-17,1.21309536e-17,1.761249e-18,2.105122e-11,1.9048811e-17,7.981203e-19,3.474099e-14,4.0931745e-15,5.1712503e-18
Kidney-RCC,8.287752e-10,2.2229698e-13,3.0703708e-09,1.4892147e-10,4.9404203e-14,7.4206385e-10,2.8809457e-11,3.595525e-10,3.0889592e-07,0.99999964,4.4133827e-08,1.7488782e-08,1.5613774e-10,8.030245e-12,9.531773e-11,1.0114026e-09,2.350345e-08,2.3904776e-09,2.9589613e-08,9.274485e-09,5.48827e-12,1.7780545e-10,5.134737e-10,2.529089e-09
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ovary-AdenoCA,4.852765e-21,1.0041549e-23,4.5242593e-28,3.5185922e-29,0.0,0.0,2.0197345e-35,0.0,4.45145e-28,4.6748195e-30,2.9237666e-29,2.2301295e-29,2.9948955e-21,7.547937e-38,1.6501366e-38,1.2240508e-26,1.0,3.052202e-31,1.1247079e-37,3.7821064e-36,2.2755284e-30,3.021233e-34,3.4985357e-33,1.5659922e-17
Liver-HCC,1.253138e-15,1.3645873e-15,1.5878841e-15,1.4204002e-19,8.128611e-23,3.510394e-14,1.3472945e-17,4.574124e-17,3.8372338e-18,1.7157467e-15,1.0,8.4866306e-16,4.120549e-20,3.1823348e-16,2.3964939e-14,3.593673e-15,4.228792e-17,6.8066658e-18,2.4750087e-12,1.1204158e-17,6.1396294e-18,7.971556e-12,5.89493e-17,9.8157844e-17
Kidney-ChRCC,0.000113759335,2.7300965e-05,0.00011947121,0.002949026,6.831314e-05,0.0001221171,3.1606461e-07,0.0013504766,0.9808671,1.888437e-05,1.3300727e-06,4.8912727e-05,2.7882484e-06,6.176164e-05,0.00012166931,0.00010018606,2.7780445e-05,1.46866e-05,0.0009822341,0.010216395,5.0205923e-05,0.00028598984,0.0023268491,0.00012245704
CNS-Medullo,0.0014748592,0.028261619,0.0050984845,0.6344289,0.12520535,0.00013512504,3.049247e-05,0.000682867,0.027651003,0.0017799881,0.0011847509,0.0064521236,0.00015052955,3.0000723e-05,0.0025470112,0.036690466,0.0008928947,0.004799722,0.023970488,0.069658786,8.563969e-05,0.0010024653,0.023868347,0.00391806
Head-SCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4999587e-36,1.4917689e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.459017e-35,7.844789e-36
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lung-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS-GBM,0.00015615545,0.0005506872,0.005134605,0.9165805,0.022336178,1.665396e-05,6.600719e-06,0.00013719982,0.001909457,3.655688e-05,4.6556783e-05,0.000648079,5.3304208e-05,1.845484e-06,0.00021527678,0.019051807,9.816793e-05,0.006444329,0.0007118336,0.015605795,0.00011913739,8.5507556e-05,0.0082871,0.0017668199
Prost-AdenoCA,0.00082453043,0.016858619,0.00053261383,0.01715414,0.012490879,0.00032770948,3.3579152e-05,0.005109028,0.0070231985,0.0003269132,0.0001284557,0.0029140401,0.00019255716,0.0001739118,0.00025015225,0.0018709811,0.0002602882,0.0005474252,0.0012338411,0.9201966,0.00041846582,0.0023065247,0.0025778264,0.006247715
CNS-PiloAstro,0.0012504036,0.00011215437,0.0009039923,0.04521067,0.933161,4.776221e-05,1.9402678e-05,0.000109942106,0.0026487182,3.7272846e-05,3.4151562e-05,0.00039551145,3.2991662e-05,2.166169e-05,0.00030191883,0.0025959283,0.00024883816,0.00038467697,0.0019124863,8.380538e-05,9.9605386e-05,0.00044338248,0.009759403,0.0001843039
Head-SCC,2.7502804e-06,0.040485732,1.9563472e-06,7.3441006e-05,1.05825055e-08,4.7993268e-05,4.0628333e-06,0.9511209,7.559248e-05,7.680618e-05,5.579882e-07,0.00037463236,0.001060134,1.0573558e-06,2.4526065e-08,4.655257e-05,1.2018512e-06,0.00038212154,9.6841504e-05,0.00040781847,2.276685e-05,5.393764e-05,0.0028259216,0.0028370388
CNS-GBM,8.4150406e-14,1.4745351e-17,1.0,1.825993e-10,5.9351454e-11,2.4103035e-16,7.7551575e-24,9.109745e-19,1.2035978e-13,3.084485e-15,3.8274158e-15,3.185786e-15,4.2648657e-19,4.0896992e-20,1.1541868e-12,1.0160646e-13,1.2740123e-17,3.1926791e-18,1.6026277e-09,6.4359063e-15,1.3091271e-13,9.187842e-21,1.4608986e-14,3.514078e-18
Liver-HCC,1.8460923e-23,2.8137402e-24,7.6740566e-23,2.7840911e-31,3.6354755e-32,2.203974e-19,3.3888124e-27,2.6373117e-24,1.1559449e-27,1.8916989e-20,1.0,2.5432977e-20,4.5572937e-27,4.325834e-27,4.793958e-22,2.596844e-21,4.9143377e-27,1.9826145e-25,3.301734e-20,3.7413674e-21,2.529261e-26,4.9432136e-21,2.9901893e-23,2.1860152e-25
Lung-SCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0622857e-32,0.0,0.0,0.0,0.0,0.0,0.0
CNS-Medullo,3.976006e-05,0.0003481562,0.0002056409,0.98940665,0.0030624615,2.752955e-06,1.1951263e-06,6.9861315e-05,0.00056803616,0.000152607,1.5215525e-05,5.8969494e-05,3.8148346e-06,3.803381e-06,3.5025845e-05,0.00432023,2.3418981e-05,2.4143723e-05,0.0002981291,0.0009191267,1.9654446e-05,2.0098118e-05,0.00019046191,0.00021081146
Stomach-AdenoCA,3.487018e-09,1.8715576e-12,1.0059334e-08,1.2240246e-11,2.1597899e-16,0.24689625,0.0005614238,3.5257526e-06,4.9755375e-08,1.0590561e-08,3.3961778e-10,7.576702e-06,1.4112811e-10,5.3934295e-05,2.0358975e-08,5.2718118e-11,3.177301e-11,9.903928e-05,5.27314e-07,8.147074e-09,3.586145e-08,0.75237554,2.8889956e-11,2.0359694e-06
Breast-AdenoCA,0.00041433235,0.9174036,0.00012777495,0.04283281,4.5900346e-05,3.4570297e-05,3.007743e-06,0.0003952373,0.004728567,2.7973489e-05,2.1745984e-05,0.0053987433,0.0002047249,2.144407e-05,0.0002087068,0.0035909219,0.00012478662,0.0012020078,0.0001865158,0.02043219,0.0008252298,0.00016293164,0.0002485916,0.0013577002
Liver-HCC,2.900315e-15,4.696678e-16,5.06465e-13,1.471634e-19,1.5969449e-18,4.254193e-14,3.186948e-18,1.3246817e-18,2.214647e-16,4.4185467e-12,1.0,7.076899e-13,9.147593e-20,2.5011505e-17,1.0329106e-12,8.1428865e-12,2.7373201e-18,4.106938e-15,8.539237e-09,2.1528905e-15,2.6041803e-17,8.475558e-14,3.0832457e-14,1.0868477e-17
Kidney-RCC,6.265134e-12,1.1622427e-12,2.2226873e-11,5.358253e-11,2.6573642e-18,7.173903e-13,3.830491e-17,3.1576388e-13,6.3667375e-07,0.9999994,4.872238e-10,1.931762e-09,1.7925531e-14,9.636363e-16,1.3155041e-13,1.6794214e-11,6.1189115e-10,3.760929e-12,2.1961828e-09,2.101363e-10,2.906212e-14,1.6290112e-12,7.03716e-13,6.301699e-12
CNS-Medullo,0.010888923,9.710837e-06,0.02111376,0.91510385,0.0152937295,1.8357645e-05,8.427131e-07,2.8005857e-06,0.0023201415,0.0019612047,0.0005383967,4.845575e-05,1.2759208e-06,2.0654981e-05,0.008120192,0.002764824,0.00055511924,3.209098e-05,0.01962526,0.0009255292,2.7311027e-05,6.353021e-05,0.0005045511,5.949131e-05
Stomach-AdenoCA,2.9152874e-19,1.4409657e-27,8.254594e-20,1.9864467e-26,2.9226034e-34,4.17252e-14,0.9995322,3.2430228e-18,1.0919203e-22,5.699473e-21,3.3508305e-20,1.7000338e-16,4.5036033e-20,9.753301e-20,1.6132075e-20,1.6961505e-27,9.969045e-24,1.5855197e-11,3.4355577e-20,1.3412156e-23,2.158908e-20,0.00046780452,1.8405539e-23,1.0243669e-17
CNS-PiloAstro,0.0033027963,0.028019378,0.0029253787,0.0892951,0.80876595,0.00017349039,0.0001268351,0.0014043043,0.0063411966,4.2540836e-05,0.00071770453,0.008359634,0.0002697774,6.4073654e-05,0.00097297394,0.020271974,0.0005462573,0.0025556935,0.00080351037,0.0133933155,0.0007180468,0.0038420388,0.0043717404,0.002716336
Liver-HCC,5.3954636e-11,2.112887e-10,2.649257e-08,2.3284565e-11,3.9122552e-13,3.3925792e-07,8.760801e-13,1.8713189e-09,1.1896415e-09,1.6991074e-09,0.99998105,1.5386629e-08,1.3726165e-12,1.3637174e-07,4.3612042e-07,3.6989398e-08,9.249765e-11,4.2836078e-12,1.7566765e-05,2.1872384e-09,1.6529963e-09,3.916366e-07,1.5164993e-08,6.7412693e-09
Liver-HCC,3.3689935e-17,1.0251922e-14,1.546155e-13,4.578694e-19,4.057657e-20,8.612763e-13,1.6703814e-19,1.1018727e-16,7.4294705e-16,2.1822865e-14,0.9999887,1.0300246e-12,5.3455614e-21,8.5542334e-17,1.5142794e-12,3.1344385e-12,8.270758e-19,4.640686e-16,1.127878e-05,8.164998e-17,2.8813985e-18,3.5398724e-13,2.9131084e-13,5.2987552e-17
Eso-AdenoCA,4.5670564e-15,2.2402225e-19,5.2094915e-14,1.6923518e-18,4.2711434e-25,2.1322524e-11,0.9999175,3.0767072e-13,8.071084e-17,6.007286e-13,3.0357393e-17,3.8118e-12,1.6117588e-13,6.503188e-16,2.524525e-16,2.4140034e-18,4.5973616e-17,8.0732425e-05,1.1053357e-14,9.2944747e-17,4.782381e-16,1.7473494e-06,4.5178236e-17,1.1702085e-12
CNS-GBM,5.0610214e-11,1.8406433e-14,0.9999995,5.660996e-08,1.2567568e-07,1.9059308e-13,1.6286647e-18,2.8075852e-16,7.300511e-09,3.4295532e-13,3.212857e-13,1.0163118e-10,2.2226875e-15,2.8527216e-17,5.649963e-11,1.3849575e-12,1.2747533e-13,3.0821344e-13,3.3902126e-07,1.7538743e-13,2.2327707e-11,1.6400703e-15,4.9307736e-09,6.164598e-14
Lymph-CLL,6.030792e-07,3.5482262e-10,3.4820641e-06,2.7344173e-08,4.9138418e-08,3.46271e-07,2.7159375e-09,9.108025e-08,8.155867e-08,1.0244918e-06,3.3125113e-07,1.8728187e-07,2.0186436e-10,0.017565385,0.98242193,8.6802196e-08,9.8498285e-09,2.8754368e-10,4.8816746e-06,1.2796367e-08,6.969486e-08,1.4004357e-06,1.8942455e-08,3.3002124e-08
Panc-AdenoCA,2.3231103e-15,5.0081697e-19,2.5119662e-16,8.6571755e-18,1.3013829e-23,2.498378e-15,8.088952e-09,2.0308753e-20,1.2818726e-14,9.485854e-15,5.8522747e-15,5.2926343e-13,2.1936257e-17,7.618245e-19,2.410469e-16,2.4384374e-15,4.0816498e-16,1.0,8.061165e-13,4.2896916e-15,6.815548e-19,1.4655044e-09,3.2971845e-16,2.4132947e-15
Panc-AdenoCA,2.0561291e-08,1.7007359e-08,1.6079787e-07,5.269813e-08,4.6200868e-10,4.0689347e-08,0.0002850893,1.2719133e-08,3.3250053e-08,6.077515e-08,7.1997213e-09,4.1875487e-06,2.741878e-06,1.4168597e-10,1.2084495e-09,4.0934786e-08,3.7878658e-07,0.9996588,1.1594385e-08,6.7269843e-06,2.2167683e-09,4.5132356e-06,3.1246675e-08,3.703591e-05
Kidney-RCC,1.1401273e-07,3.893635e-08,2.5437845e-09,8.819406e-05,1.4863814e-14,2.814334e-12,4.583436e-14,4.9525856e-11,4.096932e-07,0.9999074,6.792799e-09,3.008527e-08,1.3522763e-11,7.0590425e-13,8.5477576e-11,3.3094966e-06,6.159559e-08,2.7525862e-09,1.344137e-08,5.220996e-07,8.167247e-13,1.2711078e-10,2.9478248e-10,6.8439605e-09
Liver-HCC,2.543433e-09,1.0970511e-09,6.697862e-12,1.0583158e-15,1.1465701e-17,7.2154635e-12,1.1668912e-14,6.5963066e-13,1.5809177e-12,1.3093058e-11,1.0,1.6212545e-11,2.6455387e-13,5.9318685e-13,3.839971e-11,7.125055e-11,4.2785653e-10,3.1149446e-15,2.076125e-11,7.934421e-12,3.5439446e-10,1.4084126e-10,1.7448172e-12,3.3640764e-12
Ovary-AdenoCA,2.4358053e-06,1.6256264e-09,5.609845e-10,1.1165555e-09,1.3542716e-18,2.0930344e-13,4.0868864e-09,2.1212499e-11,3.2921353e-08,1.300397e-07,6.988915e-11,3.7809205e-09,2.7476318e-07,2.2652184e-12,2.4369085e-12,3.0539853e-09,0.9999969,1.3737261e-07,5.31589e-12,3.609424e-13,1.4832803e-10,1.4296614e-08,4.956044e-11,1.0753869e-07
Liver-HCC,1.6064032e-10,5.1930476e-13,1.1440705e-10,4.1239734e-14,7.2745054e-13,1.0988982e-09,2.39306e-13,6.581703e-13,3.3040654e-12,4.7878483e-09,0.9999999,4.4460344e-10,1.8091304e-14,3.3821739e-12,2.6615385e-08,1.7220292e-10,1.1256514e-12,1.1772742e-12,1.3365666e-07,7.729479e-12,8.854813e-12,2.436249e-10,1.8118769e-09,1.5111188e-13
Ovary-AdenoCA,3.695265e-12,1.4179312e-12,1.9682812e-18,1.344903e-15,4.456681e-29,3.0927096e-22,2.234245e-19,1.2350912e-20,5.121971e-11,5.501037e-12,1.01974164e-17,5.577722e-15,2.0667778e-14,4.280394e-21,2.0364054e-21,1.5465801e-16,1.0,1.905899e-13,7.4451154e-20,6.2783877e-21,8.28961e-20,9.7850635e-15,9.919676e-17,7.7105966e-10
CNS-Medullo,0.0017024755,0.001957566,0.0024431217,0.9363242,0.006296821,0.00073239463,8.3995685e-05,0.0018533075,0.008062595,0.0011797152,0.00033734535,0.003395531,0.00020637404,0.00033026334,0.0010295097,0.003406179,0.00077799376,0.0007077822,0.0012077461,0.021886108,0.0015520861,0.0008787847,0.0012923613,0.0023558296
Lung-SCC,5.0719643e-33,0.0,0.0,0.0,0.0,0.0,0.0,8.030315e-33,0.0,0.0,0.0,1.594137e-28,1.0,0.0,0.0,0.0,1.6330817e-34,0.0,0.0,0.0,0.0,0.0,1.635269e-35,2.856673e-34
Eso-AdenoCA,6.4731415e-28,3.9841994e-36,8.1175546e-29,9.576356e-36,0.0,2.7098003e-24,1.0,2.5794217e-26,1.1386727e-31,3.7363335e-28,1.2490711e-31,2.7526878e-21,6.4274126e-24,7.106745e-30,6.546847e-28,2.3990144e-36,2.0680545e-30,8.4237966e-13,9.5507024e-30,1.9349534e-31,3.956965e-29,1.7913453e-13,9.9960234e-33,1.5047026e-24
CNS-Medullo,4.874184e-07,1.2144958e-05,9.937579e-07,0.9993969,7.648499e-05,1.8492738e-08,4.3982176e-10,9.574374e-07,2.4206356e-05,4.695145e-08,3.5608292e-09,2.6873388e-06,4.9524322e-09,2.464544e-09,7.94414e-08,0.000109397966,7.926795e-08,8.316298e-07,4.4974269e-07,0.00036696534,4.8682487e-08,2.0569483e-07,1.8077297e-06,5.2240594e-06
Kidney-RCC,9.4066195e-07,1.2523972e-08,6.804856e-07,7.6116453e-06,9.400968e-11,7.118632e-07,1.9974533e-09,3.8569507e-07,8.218171e-05,0.99970466,8.507413e-06,2.5019024e-06,1.3889259e-09,4.051611e-08,1.8109008e-06,2.8487814e-06,9.3080916e-07,2.1674925e-08,8.059325e-05,0.00010044101,7.2768964e-09,6.3831465e-07,4.9252527e-08,4.4645235e-06
Lung-AdenoCA,6.3088552e-30,0.0,1.1233681e-35,0.0,0.0,1.0444686e-21,0.003665906,1.4452042e-34,0.0,5.612178e-29,1.2972909e-29,0.9963341,4.9928387e-26,0.0,3.0003773e-35,0.0,0.0,1.8692295e-17,0.0,3.2783898e-37,1.727256e-27,7.243927e-17,8.5595755e-36,1.4557407e-32
Thy-AdenoCA,0.0012067792,0.0033059493,0.00067545247,0.017999427,0.00076507084,1.2605521e-05,2.860883e-06,0.0001872011,0.0142092975,7.738759e-05,0.0005810034,0.0012049645,5.8588448e-05,1.4167497e-05,0.00021801761,0.001279274,0.001887614,0.00017416492,0.002172068,0.0010789306,0.00012058853,0.00021424165,0.9522996,0.0002548031
Liver-HCC,2.6940096e-17,1.3915742e-17,6.84805e-18,1.0907688e-24,3.507083e-28,4.553871e-19,3.0145353e-25,2.445175e-20,9.7410547e-20,1.1892633e-19,1.0,1.6882098e-18,4.670166e-23,2.1213588e-21,1.6946112e-17,1.6507729e-15,1.4015658e-21,3.8647704e-22,7.466032e-13,2.0364588e-22,1.4238389e-20,8.781941e-18,4.647397e-17,1.891761e-23
