,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Liver-HCC,7.933514e-27,1.5681251e-26,2.3027964e-25,2.9549152e-29,0.0,1.58956e-26,0.0,1.6039944e-28,9.866008e-33,2.5093822e-22,1.0,2.1896734e-30,9.463476e-31,1.1706956e-27,4.3858764e-23,0.0,1.3896628e-27,7.1558125e-32,8.30663e-15,3.2378176e-31,2.5617994e-34,2.6283963e-29,1.6982602e-33,1.7991414e-25
Prost-AdenoCA,1.4053341e-09,1.923059e-06,4.169236e-07,0.00036634892,1.2592038e-07,1.4634249e-09,9.02794e-11,6.57889e-08,1.8068458e-07,2.6107158e-11,3.048316e-10,4.209827e-10,1.7373586e-14,2.7568268e-09,4.411057e-08,5.419064e-08,2.5746563e-11,3.080686e-10,3.5789863e-06,0.99962723,9.322165e-10,3.004831e-10,1.3638583e-10,5.247167e-09
Panc-AdenoCA,2.3094525e-07,0.00015736901,9.295009e-06,3.6869187e-06,8.153069e-09,0.001189093,0.0020174359,6.501645e-05,3.9843835e-05,1.0595241e-08,1.941002e-07,0.0024616714,4.3713444e-06,1.669016e-08,3.817839e-07,4.6186496e-08,3.353634e-06,0.9905037,2.2272128e-05,1.5785728e-05,6.7961236e-07,0.0034760532,4.7837434e-06,2.4692623e-05
Panc-Endocrine,0.0007384652,0.0073368484,0.030963138,0.08570143,0.0012951499,0.0014122508,2.0104526e-05,0.0016658974,0.052699216,2.2724193e-05,0.00078399066,0.0013203128,1.235755e-06,0.00011441211,0.007870985,0.0010910791,8.804599e-05,0.0005824054,0.7738087,0.028273672,0.00039706775,0.00031960165,0.0032376554,0.00025567497
Head-SCC,0.01251795,0.0067685847,0.0005466062,0.0001726716,9.845275e-06,0.005991358,0.0004909133,0.8340065,0.0020191784,0.015663084,0.001277139,0.023492621,0.0090801045,0.00040424004,0.0005877184,0.00023449452,0.000560049,0.0068579298,0.020872403,0.0022437433,0.0009777033,0.0075144414,0.012965081,0.03474569
Kidney-RCC,6.494721e-06,1.1138774e-06,7.273333e-08,2.110263e-08,1.743575e-10,5.3103946e-08,2.069296e-09,1.9163476e-06,9.066864e-07,0.99987614,3.7663973e-05,1.926838e-07,7.3730625e-08,1.521801e-07,2.8447857e-07,5.7415855e-07,2.3267896e-05,6.1899755e-08,4.159812e-05,2.3498544e-07,1.6965379e-07,1.2464602e-07,4.7402562e-08,8.717253e-06
Stomach-AdenoCA,5.9459067e-05,0.0021238606,0.00015824329,9.470276e-05,9.4305034e-07,0.030406164,0.14558114,0.0027101352,0.00024655054,2.9573607e-06,3.0174402e-05,0.04478402,0.00078141515,6.2430668e-06,3.5177065e-05,2.816838e-06,0.0001772491,0.5151425,0.0006942184,0.00017936462,8.976656e-05,0.25392997,0.00016864907,0.002594351
Kidney-RCC,1.6756778e-07,2.841523e-08,3.998537e-09,5.723717e-10,1.7159231e-12,9.98066e-09,6.3241884e-11,1.3738695e-07,9.404673e-09,0.9997409,0.00023724795,1.3831549e-07,3.0362592e-08,2.4029646e-08,7.252735e-08,9.7756745e-09,9.404422e-07,3.024578e-08,1.8966708e-05,2.8926013e-09,1.1402533e-08,1.3290671e-08,7.102554e-09,1.3857303e-06
Lymph-CLL,0.0011804518,2.891022e-05,0.00047366793,4.55846e-05,5.2889347e-05,3.845599e-05,1.256591e-06,0.00016012866,0.00026684598,0.0036553715,0.005499381,3.8938884e-05,5.385057e-07,0.003884023,0.7436782,0.00018510227,3.2606036e-05,2.331551e-05,0.24021663,0.0001254132,1.4717731e-05,6.9027636e-05,0.00023690457,9.1648e-05
CNS-PiloAstro,5.2533073e-06,1.5547574e-05,0.0029711337,0.0021752873,0.9775803,6.79334e-08,2.629181e-08,1.1661625e-06,0.012777036,5.7640922e-15,2.0425108e-11,4.0143575e-05,2.3356902e-13,1.6657241e-10,6.177289e-06,3.30368e-05,5.4127014e-09,2.758688e-07,3.3173754e-05,0.00012021414,1.6698343e-06,3.4694088e-07,0.004239069,1.350076e-08
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eso-AdenoCA,0.0,0.0,0.0,0.0,0.0,1.2700983e-29,1.0,0.0,0.0,0.0,0.0,7.4146454e-28,0.0,0.0,0.0,0.0,0.0,3.7124066e-29,0.0,0.0,0.0,1.70849e-08,0.0,8.912527e-38
Lymph-CLL,1.1805914e-14,3.5568282e-18,4.6108652e-14,2.091733e-18,4.0274888e-13,3.043502e-17,4.4621276e-19,2.0843128e-15,1.9473776e-16,2.4294077e-14,2.0873911e-16,2.9991855e-18,4.0419207e-23,0.00078613136,0.9992138,2.4706604e-14,4.776347e-19,8.0871463e-19,1.3872209e-11,1.7251529e-12,7.004675e-16,7.972382e-17,8.601083e-17,2.27165e-15
Kidney-RCC,5.094371e-07,1.7556038e-08,2.7347709e-09,2.1832657e-10,1.8931762e-12,6.6796044e-09,7.6166656e-11,4.5434413e-07,2.0857856e-08,0.9999716,1.7803219e-05,1.01734585e-07,4.3622258e-08,1.2052092e-08,2.5738139e-08,2.7263457e-08,4.2631726e-07,1.3021082e-08,8.314215e-06,2.5906468e-09,2.1246981e-08,8.459239e-09,1.1961335e-08,5.9841625e-07
Liver-HCC,0.0003567105,8.8724504e-05,5.27997e-05,2.5747544e-05,2.3310598e-07,2.0212967e-05,3.7459094e-07,7.136302e-05,1.0727728e-05,0.009915612,0.9788164,1.6953501e-05,1.5543497e-05,3.8728977e-05,0.0002672804,1.8530594e-06,0.00024062248,1.2125727e-05,0.009776367,1.4991434e-05,2.5397205e-06,2.5717456e-05,1.1427158e-05,0.00021686144
Lung-AdenoCA,1.7078703e-12,3.935346e-11,4.4155506e-14,4.0192803e-20,3.6762393e-24,4.140657e-11,7.411059e-11,1.2734097e-13,6.3021606e-15,1.7573262e-14,1.1788266e-16,0.99999976,1.9454606e-07,1.2724517e-19,4.323265e-17,9.6246005e-18,1.4593452e-09,4.361281e-09,7.27692e-13,1.2698247e-17,3.3314182e-10,1.17844925e-08,1.0782678e-14,2.7587878e-11
Lymph-CLL,7.691342e-05,1.1569058e-07,6.270424e-05,9.3010055e-07,0.00014877798,1.2299411e-07,1.2390624e-08,8.443702e-07,1.0317021e-05,1.594942e-06,8.1349714e-07,4.812935e-07,1.4839834e-10,0.00035893195,0.99550086,0.000255131,6.48612e-08,5.7332578e-08,0.003541959,7.934875e-06,1.0741011e-06,2.3953044e-07,2.9199278e-05,8.999622e-07
Ovary-AdenoCA,8.778057e-05,0.0001656177,6.0386856e-06,5.2985405e-07,8.2695595e-10,6.1944e-06,8.004763e-07,1.2659306e-06,8.327014e-06,1.1669904e-05,1.6423813e-06,0.00010177861,1.7109534e-05,4.099765e-08,1.2267381e-07,1.5400821e-05,0.99727744,1.0258641e-05,2.1215164e-05,1.9648381e-07,0.00025939045,6.840004e-05,7.13766e-07,0.0019380972
Panc-Endocrine,0.0032109383,0.1559016,0.020587323,0.08562257,0.00039457247,0.031421855,0.0029147842,0.024236199,0.0891537,0.00022436536,0.0015593237,0.0790162,0.00030494182,0.0001499278,0.0023052532,0.004645929,0.0032403993,0.25934434,0.12772122,0.06482179,0.002610264,0.02432906,0.008088454,0.008194952
Ovary-AdenoCA,0.00025225154,0.0003526375,9.055539e-06,1.0405594e-06,1.0709065e-09,9.301962e-06,2.1827312e-07,1.1770555e-06,5.241908e-06,9.00722e-06,1.5285755e-06,2.3386221e-05,7.1348645e-06,6.551385e-08,1.3477074e-07,3.3385648e-05,0.9852121,7.4235965e-07,2.118667e-05,1.7043686e-07,0.004845186,2.2026154e-05,4.6818698e-07,0.009192527
Panc-AdenoCA,3.055704e-12,3.0995784e-07,1.3501944e-09,2.2975895e-10,1.787102e-15,0.00010293416,0.00014174006,5.4267243e-08,7.0870327e-09,2.8525361e-15,3.9832005e-12,0.00015643118,1.7005667e-09,4.119918e-14,4.6412535e-12,2.4215916e-14,2.7173305e-10,0.99907184,1.1080567e-08,2.333403e-09,3.6924002e-11,0.000526568,3.2209452e-10,5.1445582e-08
Thy-AdenoCA,0.011358,5.6480563e-05,0.0014059178,0.00023502168,0.00016623769,1.4608339e-06,9.355593e-08,4.6028243e-05,0.014666691,1.4339977e-06,7.878218e-07,0.00027104103,6.2938765e-09,1.8947183e-07,0.00015954985,0.014305251,2.5137928e-05,2.2421157e-06,0.010102322,1.4194398e-05,8.186827e-05,3.522882e-06,0.9470567,3.971517e-05
Thy-AdenoCA,0.0138437105,0.100591175,0.0008208254,0.00037197798,4.435068e-06,0.0007399362,3.9139504e-05,0.2771901,0.057480816,0.000116125564,1.7997434e-05,0.015403491,0.0011332263,5.0559725e-06,1.7504271e-05,0.00020555961,0.0015319281,0.00079340587,0.0036900423,0.0002784013,0.008500653,0.0006136622,0.50617456,0.01043624
Panc-Endocrine,1.5610774e-06,7.669981e-10,4.1253284e-06,8.6799747e-07,8.422187e-10,1.1090205e-08,8.255589e-13,1.4864783e-08,2.9116063e-05,2.37958e-08,3.6093134e-08,2.6880423e-08,1.1962898e-13,1.2192282e-10,2.0857782e-07,1.1680411e-07,1.2115303e-09,1.5307964e-09,0.99995995,3.161563e-10,5.4535114e-09,5.4295335e-10,3.9912197e-06,5.9320476e-10
Lymph-CLL,0.00065514696,1.9561292e-05,0.0008160787,2.4681685e-05,0.00045179494,4.573464e-05,7.464309e-06,0.00010239498,0.0016770577,5.9341575e-05,3.7523976e-05,0.00019035449,2.683636e-07,0.0020487835,0.96331924,0.001366642,1.2274016e-05,0.00022364288,0.026557783,0.00020257488,3.1712014e-05,0.00017314957,0.0019231724,5.3575688e-05
Kidney-RCC,5.7207185e-06,1.7891437e-06,8.696511e-07,9.403848e-08,2.0752953e-09,1.3830455e-06,5.1499654e-08,8.7766e-06,1.1451392e-06,0.9994411,0.00029465265,1.2559641e-05,3.2158184e-06,1.679745e-06,1.3392887e-06,7.911749e-07,4.2053143e-05,2.6549092e-06,0.00014516243,3.6574437e-07,2.4028077e-06,2.19801e-06,4.7379024e-07,2.9574483e-05
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Breast-AdenoCA,5.913523e-05,0.92955804,0.0002822255,0.016562773,2.5143029e-06,6.831518e-05,7.66652e-06,0.00018404634,0.04195774,1.1956476e-07,1.2392763e-06,0.0007751988,1.8465452e-07,6.00917e-08,3.7231353e-06,0.00095752673,0.0007008075,0.00014385156,0.0013381772,0.005409761,0.0015852423,6.946813e-05,9.054219e-05,0.00024164787
Kidney-RCC,6.48216e-06,2.1197595e-06,1.3793716e-07,2.679714e-08,1.0599024e-10,1.8437747e-07,3.7218106e-09,3.9288216e-06,2.4147312e-06,0.9997751,2.7610135e-05,1.9422869e-06,2.2554342e-07,5.6076328e-08,1.3305375e-07,1.4187202e-06,8.812774e-05,5.116856e-07,7.2719435e-05,1.7004984e-07,2.9225842e-07,3.2953707e-07,1.4766594e-07,1.5895483e-05
Liver-HCC,9.820433e-31,1.9271976e-30,7.551309e-30,1.5037554e-32,0.0,1.5928223e-30,0.0,6.434062e-31,1.6682144e-36,2.01132e-23,1.0,1.5769773e-36,5.6935523e-37,1.2574278e-31,3.1377911e-25,0.0,3.933179e-33,3.942184e-37,2.3553604e-14,2.256627e-34,0.0,4.684894e-35,1.51994e-37,8.693957e-30
Lymph-BNHL,4.590822e-09,1.3304579e-11,1.5159469e-09,2.147289e-12,6.3744246e-11,7.508386e-11,3.165568e-12,6.3034955e-09,1.8471297e-11,4.090349e-07,3.4214755e-09,3.7398192e-11,1.6608627e-13,0.94165784,0.058341507,4.4133738e-10,3.7459157e-11,4.392643e-12,2.0004089e-07,1.9009845e-09,2.6656122e-10,5.073372e-10,1.2258109e-11,6.0098952e-09
Ovary-AdenoCA,4.5981178e-08,6.160375e-05,6.659914e-10,3.8869297e-11,3.8356884e-17,3.5628167e-10,5.171094e-12,7.853761e-11,1.5884034e-08,5.2668632e-08,5.2239674e-10,7.859542e-08,4.397587e-10,2.9889404e-14,4.2716893e-13,1.8377881e-09,0.9999324,1.4343619e-09,5.424252e-09,4.2409557e-12,2.338473e-07,1.3274569e-08,1.36799495e-11,5.4251304e-06
Liver-HCC,9.9716384e-20,5.016468e-19,2.151195e-19,4.593682e-21,3.3146037e-29,2.984725e-19,5.1430717e-28,1.0523073e-19,1.2539171e-23,4.703509e-16,1.0,1.9014278e-22,5.7123703e-22,2.0334411e-20,3.601107e-17,2.395348e-28,1.9763897e-20,8.1039656e-23,1.3942406e-11,5.783279e-22,1.358602e-25,2.233672e-21,9.841395e-24,1.8073818e-18
Kidney-RCC,8.123641e-08,2.1145269e-08,1.8194148e-08,9.1278807e-10,6.418644e-13,1.300929e-07,3.1004618e-10,2.2280427e-07,1.3674558e-07,0.9999529,4.071386e-06,3.52499e-06,3.836158e-08,7.640815e-09,1.6973955e-08,1.5317889e-07,6.4695396e-06,1.2118691e-06,2.810363e-05,2.471839e-09,7.5703184e-08,7.447636e-08,2.2001236e-08,2.7858518e-06
ColoRect-AdenoCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prost-AdenoCA,1.7335375e-12,0.0024967291,7.150823e-11,1.3318383e-06,1.9612105e-12,3.724886e-11,8.578728e-11,2.6952984e-09,5.1338198e-08,3.8740547e-17,2.0243247e-14,4.488738e-10,1.6014576e-15,5.956359e-15,4.230153e-13,9.045966e-12,4.833745e-12,1.6441654e-09,2.945286e-10,0.9975019,1.7776463e-11,1.2819185e-10,1.5240224e-12,8.947475e-11
Prost-AdenoCA,1.3829339e-12,0.0001181289,1.6286882e-10,9.3137805e-06,5.2259017e-12,8.507659e-11,1.4611076e-11,2.711823e-09,1.9790054e-08,1.2211076e-16,5.0355018e-14,8.4601826e-11,4.3023016e-16,2.5674763e-14,8.111216e-13,1.1165795e-11,8.0179564e-13,2.5202243e-10,1.7973354e-09,0.99987257,1.1649298e-11,3.2449057e-11,6.3826277e-13,6.313511e-11
CNS-Medullo,2.3325796e-05,0.00031527627,0.004900071,0.99243003,0.0007620426,7.672119e-06,2.863256e-07,1.6506885e-05,0.00020264306,1.280962e-09,3.3486668e-07,6.6716625e-06,1.2681506e-09,7.150948e-08,1.0127636e-06,5.9249283e-05,8.4533986e-07,7.518551e-07,0.0006918637,0.0005435011,2.2986622e-05,8.5495054e-07,1.2139524e-05,1.9865743e-06
Skin-Melanoma,0.0011154539,0.00021098535,0.0006916067,4.3855627e-05,1.2918633e-06,3.4161054e-05,2.699855e-07,2.011769e-05,4.5053945e-05,5.4415523e-06,2.8858115e-06,3.2254728e-05,1.1767565e-06,2.7101833e-06,5.569097e-06,2.3093946e-05,0.0006910156,2.7918102e-07,0.00016153623,6.944314e-07,0.9966092,6.8109243e-06,3.6963318e-06,0.00029070367
Ovary-AdenoCA,5.7867812e-08,2.45215e-10,1.7683592e-12,6.1405654e-17,3.739278e-23,3.2456778e-14,6.729389e-18,1.17053745e-14,5.119667e-13,6.057683e-07,2.8980408e-11,3.5364944e-10,1.6465952e-12,6.0115798e-18,1.8394058e-16,5.079567e-12,0.9999994,2.6216207e-14,1.4355192e-10,4.072232e-19,7.0336723e-09,2.1085677e-12,3.4957374e-15,4.3529464e-08
CNS-GBM,1.5733062e-12,8.028161e-19,0.99982005,0.00017998595,1.428253e-08,3.3843283e-19,2.966279e-26,9.443837e-19,1.4447827e-12,5.302376e-30,1.0805152e-22,1.5911791e-18,1.4228736e-32,4.2158306e-21,9.492602e-18,2.8033118e-18,1.7951813e-21,3.6470168e-24,4.7264996e-09,1.9087322e-20,7.37109e-15,7.6685497e-23,3.7819816e-17,4.3114437e-22
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Liver-HCC,1.0528884e-21,2.5596185e-21,7.6985726e-22,2.1732451e-24,3.6747074e-34,2.9752836e-23,2.6640851e-33,1.0187004e-23,3.0154753e-27,1.8155089e-17,1.0,1.2259814e-25,2.968173e-25,4.6859927e-24,3.366059e-20,3.1022648e-32,8.3939107e-22,6.4179455e-27,1.1020429e-12,3.2832736e-26,1.3123922e-28,3.1219474e-25,5.2481524e-28,6.6338035e-21
Eso-AdenoCA,0.0,2.1587305e-29,0.0,0.0,0.0,9.038611e-19,1.0,1.3363404e-25,2.5746983e-37,0.0,0.0,1.0538424e-18,3.7894417e-29,0.0,0.0,0.0,2.0889733e-35,1.691659e-10,1.3694924e-33,8.1386763e-35,0.0,4.2875314e-08,0.0,5.1999714e-26
Breast-AdenoCA,3.1976919e-07,0.9952479,1.2318269e-09,9.28584e-10,2.766173e-15,7.605807e-09,8.314828e-09,6.529989e-07,1.000778e-07,3.0937604e-09,4.357427e-10,1.2438562e-05,2.3826576e-06,3.9744954e-14,1.3143633e-12,9.1987175e-11,0.004579439,2.706178e-07,4.9646225e-09,7.27954e-09,4.7548992e-06,2.5957488e-07,6.456947e-09,0.00015157404
Ovary-AdenoCA,8.886926e-06,2.3627135e-05,1.1847251e-07,7.3623534e-09,1.7608222e-12,6.6025996e-07,9.801074e-08,9.39529e-07,5.067789e-07,0.00010467419,1.3633455e-06,2.9304058e-05,4.279717e-05,2.972204e-09,6.0603016e-09,9.4467987e-07,0.9976744,5.368697e-06,3.0438969e-06,6.1735626e-09,4.313647e-06,2.3228666e-05,8.876787e-08,0.0020756426
Prost-AdenoCA,1.1639689e-11,4.5646394e-07,1.7153798e-10,2.2633174e-06,5.8107054e-11,7.318499e-11,1.9638503e-11,2.8853409e-09,3.5379526e-09,7.438376e-14,7.447806e-13,3.8099322e-11,1.2834685e-15,1.9971937e-11,1.7737214e-10,3.448218e-10,2.3318042e-12,1.1002915e-10,2.4450014e-08,0.99999726,8.827505e-12,9.868293e-11,2.1633762e-12,2.2414928e-10
Lymph-CLL,9.802905e-15,4.1289778e-19,3.7635114e-14,6.1570894e-19,1.6959733e-13,7.907462e-18,4.6850473e-20,1.3062801e-15,2.828694e-17,1.4668657e-14,1.0774997e-17,4.0455036e-19,2.7558416e-24,0.055590466,0.9444095,6.2737994e-15,8.3865755e-20,5.408876e-20,1.2676924e-11,8.5223153e-13,7.5100683e-16,1.5407764e-17,1.1419674e-17,9.711747e-16
Ovary-AdenoCA,2.5287509e-06,1.6407455e-05,3.5114727e-08,4.4009365e-09,1.0228131e-12,1.8659331e-07,1.1491444e-08,1.6378846e-07,7.161723e-08,4.653705e-05,7.0525675e-06,2.6580915e-06,1.8945982e-05,2.7644138e-09,3.4262173e-09,2.2681233e-07,0.9948927,4.4551456e-07,1.2661427e-06,2.060111e-08,1.7160178e-06,7.3235014e-06,1.47950985e-08,0.005001642
Lung-SCC,1.3163211e-16,1.4248788e-17,1.8797746e-25,5.9459057e-31,0.0,7.760246e-17,4.7247494e-15,6.0903336e-09,2.2755329e-26,6.423161e-20,6.2113794e-20,9.352936e-09,1.0,5.3482778e-27,4.9460225e-29,6.60159e-29,3.3192913e-18,7.560257e-19,1.8026918e-19,4.3657244e-25,2.2226925e-19,6.10221e-15,2.4929156e-21,1.7157747e-09
Breast-AdenoCA,0.0005369621,0.02027005,0.0002019,8.789992e-05,6.540788e-07,0.026566083,0.2388895,0.0014943051,0.00013997071,5.0232822e-05,0.00023110118,0.40877655,0.019324988,3.4518158e-05,7.773448e-05,4.322944e-06,0.0019787757,0.022119714,0.0011985782,0.00032630996,0.00092277,0.23186259,0.00021384202,0.024690637
Liver-HCC,1.9576729e-23,1.9301197e-21,1.2589263e-22,3.87754e-24,4.1561313e-35,2.2672356e-23,3.5589322e-34,3.33348e-24,2.0072995e-27,1.5741129e-18,1.0,9.506625e-27,2.0730178e-27,2.184723e-25,2.0072914e-20,7.7089875e-34,2.071607e-23,1.1123575e-26,3.4387597e-12,8.0314157e-26,1.3874307e-30,7.4518266e-26,1.0693878e-28,8.767458e-23
Kidney-RCC,3.7733241e-06,2.4829689e-07,7.5931645e-08,1.989781e-08,1.6375229e-09,1.2111356e-07,7.367212e-09,5.615983e-06,3.2637544e-07,0.9999069,2.1972746e-05,3.159444e-07,1.5609163e-07,3.2097596e-06,1.6844092e-06,1.1120298e-06,3.0638694e-06,1.06645615e-07,3.0818377e-05,4.3205569e-07,4.177368e-07,1.8963541e-07,1.2996625e-07,1.9166031e-05
Liver-HCC,1.8441225e-14,9.974919e-14,1.3674093e-14,2.0935415e-15,3.5457813e-22,6.531563e-14,3.0176702e-21,7.686717e-14,3.298025e-17,1.1365841e-10,0.99999976,1.1141763e-16,8.4266543e-17,3.3892073e-15,1.3358086e-12,2.865849e-21,7.448879e-16,1.3868054e-16,2.299012e-07,1.3551148e-15,3.8919828e-19,7.2149107e-16,1.0342088e-17,7.396545e-14
Lymph-CLL,0.037965626,6.786638e-05,0.009272904,0.00030496638,0.110810235,5.1106995e-06,3.1092227e-06,5.2283027e-05,0.01300621,1.5389859e-06,1.3796474e-06,0.00023668443,2.9264915e-09,0.00016974921,0.6403298,0.16942732,2.0110128e-05,1.8346664e-05,0.010952718,0.001812602,9.649806e-05,4.6939378e-05,0.0053633302,3.4659086e-05
Lung-AdenoCA,6.6402706e-20,1.5486715e-16,3.6721972e-22,1.947958e-26,1.3182035e-36,2.0631028e-09,0.5500014,1.151042e-16,8.326647e-25,3.6943053e-26,5.941784e-24,0.4403197,1.733257e-11,2.2656892e-24,6.1207457e-24,7.695576e-32,2.2177583e-18,5.494091e-12,4.1037725e-18,2.1096888e-24,1.4951599e-17,0.009678958,2.5515674e-22,2.4074852e-12
