,Bone-Osteosarc,Breast-AdenoCA,CNS-GBM,CNS-Medullo,CNS-PiloAstro,ColoRect-AdenoCA,Eso-AdenoCA,Head-SCC,Kidney-ChRCC,Kidney-RCC,Liver-HCC,Lung-AdenoCA,Lung-SCC,Lymph-BNHL,Lymph-CLL,Myeloid-MPN,Ovary-AdenoCA,Panc-AdenoCA,Panc-Endocrine,Prost-AdenoCA,Skin-Melanoma,Stomach-AdenoCA,Thy-AdenoCA,Uterus-AdenoCA
Prost-AdenoCA,0.0036057383,0.003928998,7.7949e-06,0.00017575789,7.639061e-06,0.0109801395,0.00086743874,0.0003952479,5.2665823e-06,0.0023937484,0.06942636,0.00017527498,3.9272445e-06,0.007104845,0.0011433447,4.7825088e-06,0.0110855885,0.00027131123,0.00023134003,0.88386995,8.938742e-05,0.0021995984,1.5482152e-05,0.002011077
Lymph-CLL,0.0020729015,0.0022388648,0.00035416894,0.00067522906,0.0032257815,0.00029040908,0.00014059333,0.0007627677,0.0012320259,0.0003644509,0.0014189339,0.0034882391,1.6579035e-05,0.06391816,0.87878007,0.00052016636,0.00037041903,0.0029576817,0.003381035,0.029583078,0.0009050854,0.0022311863,0.000999128,7.312642e-05
Panc-AdenoCA,0.0061860033,0.0070307725,0.0033905457,0.013842492,0.042352125,0.008718191,0.0015542669,0.0023822242,0.005199382,0.0068455385,0.003147667,0.0044250395,0.00016679383,0.0013102021,0.0071230107,0.0025795843,0.001182953,0.06535374,0.0006333047,0.7980457,0.0011941717,0.0149549525,0.0017970502,0.0005842556
Skin-Melanoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Panc-Endocrine,0.010824948,0.0048409193,0.0006186899,0.02837958,0.013843002,0.00031550834,0.00026670215,0.0006857887,0.04666328,0.0017445342,0.081878304,0.0046043918,0.00012509858,0.00032044604,0.010129691,0.0032915394,0.00623631,0.001691571,0.2096937,0.0009849379,9.351543e-05,0.004964645,0.56759864,0.00020426446
Eso-AdenoCA,0.0,0.0,0.0,0.0,0.0,3.6166203e-33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.070589e-26,0.0,0.0,0.0,1.4111398e-09,0.0,0.0
Breast-AdenoCA,3.5708723e-05,0.99898344,7.574304e-06,7.740248e-06,1.9865485e-08,5.526378e-05,3.0720769e-06,7.006179e-05,3.856367e-05,7.6939266e-08,2.9510662e-05,9.125735e-05,7.4329414e-06,5.025736e-06,1.490053e-06,6.773223e-07,8.8112145e-05,2.2664577e-05,2.5909147e-05,0.00020570733,8.616868e-05,0.00010955197,2.9414821e-05,9.55924e-05
Panc-AdenoCA,1.3725805e-06,2.706488e-07,7.566947e-06,2.1492244e-05,1.4915812e-06,0.00073925965,0.000731091,4.914071e-05,3.2952319e-06,1.4944081e-07,2.525277e-06,1.633217e-05,8.490397e-07,1.8213754e-05,3.659105e-06,2.8696863e-07,2.2073089e-06,0.9981482,7.306222e-07,1.4086181e-05,8.939742e-07,0.0001401362,6.461384e-07,9.601339e-05
Panc-AdenoCA,1.183588e-05,4.342441e-08,8.031422e-07,8.5104915e-08,1.308818e-08,0.00028737064,0.009114579,1.4687306e-05,3.426521e-07,4.091502e-08,1.0010291e-06,6.213608e-06,6.7009313e-07,1.6651129e-06,5.625295e-08,1.4923244e-06,2.6927396e-06,0.9899228,1.3228778e-06,1.5968986e-05,1.12650035e-07,0.0006116546,5.5379036e-08,4.482914e-06
Uterus-AdenoCA,0.00013580617,0.00033537953,4.842565e-06,7.6156533e-07,5.909288e-09,0.031033976,0.0015094958,0.0012717025,1.3788475e-07,2.1585308e-06,4.1627152e-07,1.4793229e-05,1.3973927e-05,0.00018224507,3.4021392e-07,1.3177366e-08,0.36628217,0.0025056228,2.2081114e-08,0.0011794596,8.652641e-07,0.00052048016,2.2533392e-07,0.5950051
Lymph-CLL,0.006020516,0.0032406468,0.00045883842,0.00078718027,0.0021525659,0.003003386,0.00109546,0.0002068058,0.001245095,0.004570051,0.012820877,0.0013818988,3.360875e-05,0.0065493556,0.9320775,0.0008864033,0.00039116046,0.0028595116,0.0034838342,0.0035265952,0.00022326922,0.0055527873,0.007350056,8.26476e-05
Panc-AdenoCA,0.00010792225,0.00021791767,1.5456575e-05,3.984722e-06,9.84624e-06,0.0071957977,0.14813536,0.00045139663,1.5567792e-05,6.028683e-05,2.127736e-06,0.004592802,3.976934e-05,3.1907657e-05,1.1667068e-05,3.3462256e-05,2.7845486e-05,0.7971634,1.519267e-05,0.0062882514,2.868718e-05,0.030582646,8.844388e-06,0.004959812
Eso-AdenoCA,0.0,0.0,0.0,0.0,0.0,2.3527025e-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6594216e-29,0.0,0.0,0.0,5.181678e-10,0.0,0.0
Kidney-ChRCC,0.014302883,0.13453059,0.0011726953,0.042242557,0.05970038,0.00827216,0.0013632764,0.010379183,0.25072196,0.044033345,0.021118835,0.0163658,0.00038883713,0.0027593318,0.0073561664,0.023226963,0.014919048,0.047079608,0.015087108,0.037644908,0.00087959995,0.005505178,0.23337245,0.0075772116
Stomach-AdenoCA,2.1688487e-19,5.1833755e-22,1.0972406e-22,1.0672804e-25,2.6783273e-24,1.8484704e-12,0.9691648,8.1614176e-20,1.715642e-26,7.899386e-24,3.6970244e-21,1.8457677e-20,1.0707738e-20,7.039831e-18,2.2188505e-19,1.7260587e-20,1.3254062e-19,3.309233e-11,2.3592839e-23,1.3192321e-19,1.1374643e-22,0.03083523,1.8827616e-27,1.6104092e-22
Breast-AdenoCA,5.951835e-07,0.9997218,3.5930614e-07,2.2995865e-08,6.085258e-10,1.1729345e-06,1.4566763e-07,2.0263678e-07,7.520484e-10,1.2801812e-08,1.5004431e-05,2.8922817e-05,5.2244168e-08,3.0692047e-07,1.0876415e-07,2.3361616e-11,7.862588e-06,2.963093e-07,4.670272e-09,1.6477066e-05,7.420577e-07,0.00020593792,2.456276e-10,2.5843148e-09
CNS-Medullo,5.4278706e-05,0.0038844275,0.010278088,0.88139015,0.00791336,0.0036499258,2.7778799e-05,0.006713417,0.007999951,6.710072e-05,0.00026454605,0.0013120449,4.269699e-05,6.004473e-05,7.3161946e-06,0.00095256645,9.189652e-05,0.0022407954,0.00057976187,0.069674425,0.0018946622,0.0003755827,0.00026893354,0.00025623522
Ovary-AdenoCA,2.190209e-06,4.8599463e-06,1.4236808e-07,2.3940952e-06,1.0992354e-07,1.627834e-05,1.2873408e-05,2.5533922e-05,3.0142109e-09,2.5808838e-08,1.1005907e-07,1.6934996e-07,5.6851486e-06,5.4346394e-08,2.7611842e-08,3.079143e-08,0.98614144,0.000927289,7.783633e-08,2.140923e-05,4.123045e-08,1.1486539e-05,2.2614756e-08,0.012827673
CNS-Medullo,0.00037960548,0.000747268,0.0006044896,0.96260494,0.03034883,3.607139e-05,2.5631703e-05,0.0001962978,0.00038790258,4.714275e-05,0.00011516258,7.17026e-05,1.27755875e-05,1.0890232e-05,5.893001e-05,0.0003450057,0.00021948131,0.0002963994,0.0003236388,0.002623065,4.228437e-05,7.493407e-05,0.00026945476,0.00015807741
Liver-HCC,1.9785472e-20,1.1886996e-21,1.1382627e-19,6.6135964e-19,3.29821e-27,2.8145273e-14,2.1009769e-20,2.66049e-18,7.140575e-23,2.491447e-17,1.0,5.0678343e-22,2.3272585e-25,3.668482e-15,7.09468e-18,9.348375e-23,2.496007e-22,3.2177336e-17,2.0658178e-20,4.2241444e-19,7.311698e-22,1.1495519e-18,5.069879e-24,2.34796e-21
Kidney-RCC,9.755108e-08,2.5291969e-05,1.8022148e-09,5.295855e-08,2.920681e-11,6.17269e-07,6.4464434e-11,5.117003e-07,3.4444472e-09,0.999944,2.442755e-06,3.0011346e-08,5.503337e-10,2.5048458e-08,2.528186e-09,2.7299996e-09,2.8187551e-07,1.7720033e-05,3.9427206e-08,8.103737e-06,8.86256e-09,1.12560855e-07,1.2939024e-08,7.662625e-07
Eso-AdenoCA,0.0,0.0,0.0,0.0,0.0,4.20809e-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.428982e-19,0.0,0.0,0.0,3.735793e-20,0.0,0.0
Liver-HCC,0.0008479339,1.0516398e-05,6.634612e-05,1.4774723e-05,2.6272912e-07,0.0011100457,9.2366594e-07,2.3548023e-06,9.662435e-06,0.2349325,0.04613495,2.2155407e-05,3.335924e-05,1.4005446e-05,0.00017680103,1.9566197e-07,0.0019400757,0.7143129,2.3549517e-05,0.0002523292,1.4903488e-05,6.20233e-05,3.5358264e-06,1.3767184e-05
Liver-HCC,4.706067e-12,8.87223e-15,9.080758e-15,1.3075433e-12,4.034766e-20,2.7423167e-10,1.5399974e-17,2.8297284e-14,1.3988879e-16,9.043493e-15,1.0,1.8069434e-15,4.8493096e-19,8.967068e-13,6.8053554e-14,9.898471e-17,1.7045698e-17,2.6705363e-14,1.93717e-15,4.2015758e-14,4.003074e-14,1.3339846e-14,7.5674996e-19,3.328108e-15
Lymph-CLL,2.1283758e-12,7.460052e-13,8.8786834e-14,5.6450797e-13,1.5593031e-14,5.3321624e-16,4.8302194e-15,2.5742188e-13,2.1248031e-15,6.658248e-12,8.5759264e-13,1.3355399e-14,2.7718853e-18,0.7112476,0.28875238,1.241284e-15,1.5423592e-15,1.195015e-13,6.917153e-14,4.901348e-14,1.017646e-15,1.5396163e-12,2.566671e-15,2.5522888e-15
CNS-GBM,5.61257e-07,6.159736e-09,0.9999938,2.2653467e-07,2.1071158e-07,1.8226832e-06,1.1622712e-09,4.927772e-10,7.3014476e-08,1.2700605e-06,8.6881863e-07,2.0286992e-08,1.1027743e-08,7.3231877e-07,1.680048e-09,1.1128351e-10,9.935144e-09,2.9920548e-07,6.9413937e-09,2.5663656e-08,1.1121344e-07,1.7762732e-08,2.0295475e-11,8.21055e-09
Liver-HCC,5.4020315e-08,6.5962424e-10,1.9602588e-08,7.1905845e-08,1.4444573e-10,9.2844765e-08,4.393299e-10,3.362209e-09,1.3249778e-10,1.0321344e-09,0.9999982,6.768477e-10,4.8102733e-10,2.7813203e-07,1.1097794e-06,7.0877443e-10,6.6117387e-09,1.1502071e-08,1.0564909e-07,7.545171e-09,9.8659605e-09,1.1164554e-08,6.449342e-10,8.489155e-09
Kidney-RCC,3.1517013e-06,0.0018174032,7.822828e-09,5.769623e-05,1.3135976e-12,4.091297e-06,2.509223e-08,0.00016834469,2.1265203e-06,0.9956892,2.375029e-05,1.3006564e-07,4.2481044e-10,7.961001e-07,5.7847654e-08,7.155883e-09,5.4045177e-05,0.002060206,2.144049e-06,8.841395e-05,3.847943e-06,1.9970626e-05,3.218757e-07,4.3497625e-06
CNS-PiloAstro,9.206967e-05,0.0011391401,0.00033648824,0.012410674,0.94059813,4.125737e-06,2.1760387e-05,6.868299e-05,8.204257e-06,2.6366038e-06,0.008332565,0.00026928636,2.6844327e-06,7.82472e-06,0.00039169763,0.000121665325,2.4226969e-05,0.0001690611,0.0005903024,0.03453932,2.007571e-05,8.031386e-05,0.0006537917,0.000115230185
Panc-Endocrine,0.031742774,0.0059505105,0.010311103,0.15859748,0.0063653793,0.01643429,0.002520748,0.0012512541,0.032238662,0.12647389,0.0059694573,0.0009991396,0.0004666022,0.017004807,0.017657248,0.007005541,0.06926331,0.077745736,0.3234173,0.03203424,0.003161725,0.018461624,0.031980418,0.0029466946
Uterus-AdenoCA,3.4127524e-13,0.0035918655,4.3713804e-22,1.1201526e-14,1.4038035e-27,7.638046e-08,1.2549613e-14,2.1114397e-07,1.5237473e-16,9.764206e-14,1.7896531e-11,5.280438e-15,1.9758145e-15,1.3872643e-11,8.557903e-21,8.005184e-23,0.0065884064,1.660449e-05,4.3713874e-19,1.11017286e-10,2.7007639e-14,5.193361e-07,9.825252e-19,0.9898023
Lymph-BNHL,6.1652693e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.95904e-38,0.0,0.0,0.0,0.0,0.0,1.0,2.4344174e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.367953e-38,0.0,0.0
Liver-HCC,5.3652856e-13,3.413692e-15,1.6551344e-13,6.605471e-13,1.5141673e-18,2.9083503e-07,1.1461861e-15,1.09349514e-13,2.9848672e-15,4.937011e-14,0.99999976,8.993263e-15,2.7293756e-17,4.1184924e-11,1.22644e-13,2.891882e-17,2.0156597e-15,1.6757935e-11,1.0412489e-14,1.417355e-12,1.6145097e-13,1.7503991e-13,7.59049e-17,8.795262e-15
Prost-AdenoCA,0.00047497672,0.0039548287,0.0003177715,0.0005913456,0.00044768522,0.0043786047,0.00027183368,0.00028372125,0.0020623254,0.0011346578,0.00027639765,0.0003551288,5.2007726e-05,0.0010884214,0.0013758714,0.00035107747,0.0008059694,0.002181877,0.0004338545,0.97764426,8.940184e-05,0.0006242603,0.00028664328,0.00051716185
Liver-HCC,3.9515266e-18,1.7795129e-15,1.1605497e-18,1.3090303e-16,8.444505e-27,1.8225053e-15,6.514171e-18,2.1900199e-19,1.6819544e-19,3.5595875e-17,1.0,5.830721e-17,1.1696814e-21,6.398474e-16,2.5653129e-17,1.092107e-21,2.0146895e-17,9.689633e-16,1.5670229e-21,1.2488126e-18,1.8269495e-19,7.0518894e-17,3.4781142e-23,3.3089716e-20
Lymph-CLL,6.870839e-05,0.00025328755,5.315934e-05,0.00039157952,1.1200184e-05,6.660379e-05,1.4087233e-05,4.1196046e-05,6.8789814e-05,0.00071846804,0.006936202,1.7709135e-06,3.258972e-07,0.035306748,0.9514712,3.5752546e-05,2.1859409e-05,0.00018154563,4.185004e-06,0.003813087,0.0001394644,0.00039038356,5.870618e-06,4.5216816e-06
Thy-AdenoCA,0.040264703,0.048993472,0.018341718,0.1426006,0.050502036,0.0076453383,0.0073996577,0.017041007,0.023140786,0.015014659,0.014938221,0.038177494,0.0018059852,0.0033014368,0.02557657,0.006695635,0.021229569,0.110805355,0.057256162,0.023045497,0.0038385603,0.018300788,0.299998,0.0040867887
Lung-SCC,0.0,1.1993115e-37,0.0,0.0,0.0,0.0,0.0,4.5275223e-28,0.0,0.0,0.0,3.7144757e-36,1.0,0.0,0.0,0.0,6.278205e-33,3.2052558e-36,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC,2.7884415e-05,3.796588e-06,5.527431e-07,1.477834e-06,2.4017976e-07,1.690319e-05,1.608528e-07,7.1716056e-07,2.8130264e-06,0.0001512675,0.9989385,3.192913e-06,1.0041328e-07,1.4615356e-05,2.2019252e-05,9.31956e-07,2.5383515e-06,2.9772988e-05,9.018393e-05,0.00067431043,3.2526816e-06,1.5402093e-06,9.5919895e-06,3.6282372e-06
CNS-Medullo,0.0020997424,0.005752877,0.0010638154,0.873902,0.08848467,0.00011763528,9.862532e-05,0.0033329104,0.0009269636,0.0001684188,0.0013647759,0.0008904822,6.4154934e-05,0.0002770411,0.00031012058,0.005981455,0.00043755418,0.00042437523,0.0015875411,0.0023246782,0.0002964469,0.00078654924,0.008713126,0.000593981
Panc-AdenoCA,1.7412148e-07,9.958258e-09,2.0718987e-07,1.0961934e-06,1.9384994e-09,0.00026913467,0.00034468097,4.5600646e-06,1.5060186e-08,1.8688018e-08,2.4662504e-07,5.771368e-07,2.9234691e-08,2.8545668e-07,2.2301323e-08,1.00490084e-07,6.004416e-07,0.99932516,9.5289934e-08,2.372892e-05,2.0255233e-07,2.8618912e-05,5.6419744e-08,4.3106576e-07
Liver-HCC,8.958956e-15,8.3068835e-15,1.1749984e-14,3.4913834e-14,1.18914015e-20,6.359483e-11,2.4700247e-15,1.9050739e-13,1.2868057e-15,1.9426231e-12,1.0,2.9950645e-15,2.5173573e-16,3.568068e-11,5.350068e-14,1.7614113e-17,1.5600858e-14,2.2991164e-12,2.0463259e-14,4.2162183e-14,5.373518e-14,5.403769e-13,4.307674e-18,1.1342994e-14
Liver-HCC,2.6728884e-12,6.981822e-11,3.391418e-16,8.354293e-16,3.276769e-25,3.1791594e-10,2.841797e-13,3.9148898e-13,2.2272135e-14,2.0284889e-14,1.0,1.7572035e-13,5.283833e-19,5.1918475e-10,1.2342424e-14,1.1687415e-19,1.2603393e-14,2.861758e-10,8.1195594e-16,1.1152967e-13,2.989064e-13,1.13133294e-10,8.8275435e-20,3.0199833e-15
Prost-AdenoCA,1.8982169e-06,0.00058956054,3.73573e-05,0.00094320375,2.1583068e-05,0.00014732212,1.868426e-06,2.2113421e-05,5.3524027e-06,8.875615e-06,9.425747e-07,3.229011e-05,2.6391228e-06,2.8586837e-05,1.4225749e-06,1.5743691e-06,1.6708747e-05,0.0002103693,3.283037e-07,0.9976151,4.6010293e-05,0.00020260425,1.0864622e-06,6.115945e-05
CNS-Medullo,9.374746e-05,0.004454703,0.006611142,0.8849057,0.07635025,0.0002487675,6.4083186e-05,0.00198214,0.006640588,2.064219e-05,0.00028161184,0.0030618801,1.1955321e-05,5.907483e-05,7.538138e-05,0.002475228,2.7657521e-05,0.0030820728,0.00026086997,0.007861208,0.00037929832,0.00025372382,0.00059958996,0.0001985675
Liver-HCC,1.4451548e-17,8.1817623e-19,2.3668383e-19,4.7642175e-17,4.667439e-24,4.167788e-11,6.275045e-18,4.530139e-17,1.8208208e-18,9.194736e-16,1.0,8.0568214e-19,9.155844e-25,1.8390229e-14,7.291443e-16,3.9442055e-19,6.578335e-22,6.777243e-15,5.946824e-20,3.679033e-16,6.7704886e-18,1.4077843e-17,3.7174628e-23,1.810709e-17
Panc-AdenoCA,7.1424694e-08,1.6501776e-06,8.485281e-10,8.151912e-09,1.5370515e-13,0.00044876378,0.000119370154,1.2389305e-06,4.186729e-10,3.2638094e-05,1.8549058e-06,4.21981e-05,1.0872351e-10,1.9113646e-08,2.944573e-11,6.209859e-10,1.922442e-05,0.99067676,6.341481e-08,2.8015438e-07,2.613955e-05,0.008629582,1.570079e-08,1.0537659e-07
